"UID","Xsugg","Ysugg","Type","Unit","Walker","PassGrid","Section","FragNo","Material","MatSimple","PrimBlank","SecBlank","Length","Thickness","Width","ToolType","SubType","BifaceComp","ProjNotes"
"12393-17-1-25-L503",710073.8,3967132.2,"tract","12393",17,1,"25",503,"Beach","c","core","flake core",22.4,16.6,18,"n","","",""
"12393-51-1-55-L507",710059.3,3967161.6,"tract","12393",51,1,"55",507,"o","o","shatter","shatter",15.5,4.5,12,"n","","",""
"12393-51-1-5-L504",710059.4,3967106.7,"tract","12393",51,1,"5",504,"o","o","blade","blade segment",20.6,3.5,13.6,"n","","",""
"12393-51-1-5-L505",710058.6,3967112.6,"tract","12393",51,1,"5",505,"o","o","flake","broken flake",8.7,1.9,11.4,"n","","",""
"12393-51-1-5-L506",710059.1,3967108.8,"tract","12393",51,1,"5",506,"o","o","chip","chip",4.6,1.6,4.3,"n","","",""
"12393-58-1-85-L508",710118.5,3967189.4,"tract","12393",58,1,"85",508,"o","o","blade","blade segment",21.2,2.5,9.4,"n","","",""
"12393-58-1-85-L509",710118.3,3967186,"tract","12393",58,1,"85",509,"o","o","flake","flake fragment",11.5,2.2,8.5,"n","","",""
"12394-51-1-75-L510",710057.8,3967277.8,"tract","12394",51,1,"75",510,"wc","c","indeterminate","pe",20.8,5.6,16.9,"pe","n","",""
"12394-57-1-45-L511",710103.4,3967241.6,"tract","12394",57,1,"45",511,"o","o","flake","flake fragment",9.9,2.4,12.2,"n","","",""
"12394-57-1-55-L512",710102.5,3967256.8,"tract","12394",57,1,"55",512,"o","o","indeterminate","pe",20.6,8.3,27.8,"pe","n","",""
"12394-57-1-55-L513",710102.3,3967258.2,"tract","12394",57,1,"55",513,"o","o","blade","blade fragment",20.8,5.4,11.8,"biface fragment","projectile fragment","n","tang (impact)"
"12394-57-1-65-L514",710103,3967260.3,"tract","12394",57,1,"65",514,"wc","c","indeterminate","pe",32.2,7.8,22.8,"pe","n","",""
"12394-57-1-65-L515",710102.3,3967267,"tract","12394",57,1,"65",515,"wc","c","indeterminate","pe",34.1,12.8,24.7,"pe","n","",""
"12394-57-1-65-L516",710104.1,3967266.7,"tract","12394",57,1,"65",516,"wc","c","core","flake core",21.3,11.3,23.1,"n","","",""
"12394-57-1-65-L517",710102.6,3967261.5,"tract","12394",57,1,"65",517,"wc","c","shatter","shatter",23.4,13.4,19.4,"n","","",""
"12394-57-1-65-L518",710103,3967263.4,"tract","12394",57,1,"65",518,"o","o","flake","flake fragment",13.8,9.4,23,"n","","",""
"12394-57-1-65-L519",710103.2,3967267.5,"tract","12394",57,1,"65",519,"o","o","blade","distal blade segment",24.9,4,10.2,"n","","",""
"12394-57-1-65-L520",710102.8,3967265.6,"tract","12394",57,1,"65",520,"o","o","indeterminate","pe",22.3,4.6,10.5,"pe","n","",""
"12394-57-1-65-L521",710102.6,3967265.8,"tract","12394",57,1,"65",521,"o","o","shatter","shatter",15.3,6.6,10.9,"n","","",""
"12394-57-1-65-L522",710102.6,3967260.7,"tract","12394",57,1,"65",522,"o","o","indeterminate","pe",14.8,4,10,"pe","n","",""
"12394-57-1-65-L523",710103,3967262.1,"tract","12394",57,1,"65",523,"o","o","indeterminate","pe",16.3,3,11.3,"pe","n","",""
"12394-57-1-65-L524",710103.9,3967268.9,"tract","12394",57,1,"65",524,"o","o","shatter","shatter",10.6,3.4,7.4,"n","","",""
"12394-57-1-65-L525",710103.8,3967263.6,"tract","12394",57,1,"65",525,"o","o","blade","blade fragment",19.2,3.3,10.7,"n","","",""
"12394-57-1-65-L526",710103.3,3967263.6,"tract","12394",57,1,"65",526,"o","o","flake","flake",17.6,2.6,8.4,"n","","",""
"12395-14-1-5-L527",710087.9,3967302.5,"tract","12395",14,1,"5",527,"o","o","flake","broken flake",17.3,4.3,16.2,"n","","",""
"12397-14-1-95-L528",710088.5,3967582.4,"tract","12397",14,1,"95",528,"wc","c","indeterminate","indet",28.6,5.6,17.2,"biface","projectile","n","tip and tang broken"
"12398-58-1-45-L529",710118.9,3967626.4,"tract","12398",58,1,"45",529,"wc","c","flake","flake fragment",25.7,7.4,13.5,"n","","",""
"15078-5-1-5-L530",707350.9,3973484.4,"tract","15078",5,1,"5",530,"o","o","flake","flake",18.4,4.5,11.8,"flake scraper","scraper?","",""
"16008-35-1-95-L531",707919.1,3969634.5,"tract","16008",35,1,"95",531,"wc","c","flake","flake",14.6,4.6,9.5,"n","","",""
"16031-81-1-55-L532",707560.5,3969830.9,"tract","16031",81,1,"55",532,"o","o","flake","flake fragment",12.8,3,11.5,"pe","n","",""
"16055-81-1-65-L533",708019.9,3969170.5,"tract","16055",81,1,"65",533,"rc","c","shatter","shatter?",13.3,4.9,11.3,"n","","",""
"2043-2-1-85-L1",707032.1,3972554.9,"tract","2043",2,1,"85",1,"o","o","blade","prox blade segment",15.8,2.5,11.1,"n","","",""
"2043-8-1-75-L2",707036.5,3972539.6,"tract","2043",8,1,"75",2,"o","o","shatter","shatter",16.4,4.4,16.5,"pe","n","",""
"2043-8-1-75-L3",707040.2,3972541.1,"tract","2043",8,1,"75",3,"o","o","blade","blade segment",12.3,2.3,7.5,"other retouched tools","piercer","",""
"3010-3-1-35-L4",705999.6,3973854,"tract","3010",3,1,"35",4,"o","o","blade","blade segment",5,2.9,4.9,"n","","",""
"3013-15-1-95-L5",706104.3,3973936,"tract","3013",15,1,"95",5,"o","o","flake","flake fragment",7.6,3.6,8.8,"n","","",""
"3013-15-1-95-L6",706103.9,3973936.7,"tract","3013",15,1,"95",6,"o","o","blade","blade segment",6.6,2,7.9,"n","","",""
"3018-3-1-45-L7",706369.1,3973621.1,"tract","3018",3,1,"45",7,"o","o","blade","blade",49.2,4.4,6.3,"n","","",""
"3018-3-1-45-L8",706370.3,3973620.9,"tract","3018",3,1,"45",8,"o","o","blade","blade segment",16.4,3.5,9.1,"n","","",""
"3065-3-1-35-L9",706298.9,3974165.1,"tract","3065",3,1,"35",9,"o","o","flake","flake fragment",12.4,6,13.3,"n","","",""
"3070-3-1-55-L1374",706173.7,3974348.3,"tract","3070",3,1,"55",1374,"Ba","c","flake","flake",49,22,46.8,"n","","",""
"3082-3-1-65-L10",705909.9,3973837.2,"tract","3082",3,1,"65",10,"o","o","shatter","shatter",41.2,7.7,23.3,"n","","",""
"3187-3-1-45-L186",705412.9,3974029.4,"tract","3187",3,1,"45",186,"o","o","flake","broken flake",7.4,2.4,11.6,"n","","",""
"3286-25-1-95-L11",705889.8,3973206.4,"tract","3286",25,1,"95",11,"o","o","flake","broken flake",19.4,2.9,11.8,"retouched flake","marginal?","",""
"3350-2-1-65-L12",705921.1,3973034.3,"tract","3350",2,1,"65",12,"o","o","blade","prox blade segment",7.8,2.7,7.6,"n","","",""
"3477-14-1-15-L13",708081.6,3972048.1,"tract","3477",14,1,"15",13,"o","o","blade","blade segment",8.5,2.1,16.3,"n","","",""
"3477-14-1-25-L14",708086.7,3972058.6,"tract","3477",14,1,"25",14,"o","o","flake","flake fragment",13.7,4,14.6,"retouched flake","marginal","",""
"3477-14-1-35-L15",708090.9,3972073.7,"tract","3477",14,1,"35",15,"o","o","blade","distal blade segment",29.2,3.3,13.5,"n","","",""
"3477-14-1-35-L16",708091.6,3972074.4,"tract","3477",14,1,"35",16,"o","o","shatter","shatter",13.4,3.9,8.7,"n","","",""
"3477-14-1-35-L17",708094.2,3972078.4,"tract","3477",14,1,"35",17,"o","o","chip","chip",7.5,2.4,5.8,"n","","",""
"3477-25-1-35-L18",708038.4,3972067.5,"tract","3477",25,1,"35",18,"o","o","blade","prox blade segment",14.5,2.5,9.5,"n","","",""
"3479-25-1-15-L19",708071.6,3972088.3,"tract","3479",25,1,"15",19,"o","o","blade","blade segment",25.6,7.4,10.8,"pe","n","",""
"3539-21-1-45-L20",707422.8,3972370.2,"tract","3539",21,1,"45",20,"o","o","flake","flake",33.5,7.5,24.3,"retouched flake","marginal?","",""
"3556-21-1-5-L21",707052.2,3972438.6,"tract","3556",21,1,"5",21,"wc","c","core","flake core",31.5,21.7,39.4,"n","","",""
"3637-2-1-15-L26",708527.4,3970587.7,"tract","3637",2,1,"15",26,"o","o","blade","blade segment",7.1,5.5,5.7,"n","","",""
"3637-2-1-35-L27",708503.1,3970617.3,"tract","3637",2,1,"35",27,"o","o","blade","blade segment",10.4,2.1,10,"n","","",""
"3637-2-1-5-L24",708527.6,3970608.2,"tract","3637",2,1,"5",24,"o","o","blade","prox blade segment",20.3,5.5,20.5,"retouched blade","marginal?","",""
"3637-2-1-5-L25",708527.7,3970612.8,"tract","3637",2,1,"5",25,"o","o","blade","prox blade segment",9.8,2.8,5.6,"n","","",""
"3637-2-1-95-L28",708503.6,3970552.7,"tract","3637",2,1,"95",28,"o","o","shatter","shatter",10.6,8.4,10.1,"n","","",""
"3708-19-1-15-L29",708463.7,3969547.1,"tract","3708",19,1,"15",29,"o","o","blade","prox blade segment",20.6,3.1,11.4,"n","","",""
"3799-34-1-95-L31",708976.8,3968834.2,"tract","3799",34,1,"95",31,"wc","c","indeterminate","pe",27,7.4,14.2,"pe","n","",""
"3799-35-1-95-L32",708960.1,3968828.4,"tract","3799",35,1,"95",32,"wc","c","shatter","shatter",18.4,7.6,21.4,"n","","",""
"4082-14-1-85-L39",706332.8,3972414.6,"tract","4082",14,1,"85",39,"wc","c","flake","flake",43.2,7.5,27.2,"n","","",""
"4082-17-1-65-L40",706304.3,3972435.2,"tract","4082",17,1,"65",40,"wc","c","indeterminate","pe",27.2,7.5,23.1,"pe","n","",""
"4082-17-1-65-L41",706304.3,3972440.6,"tract","4082",17,1,"65",41,"wc","c","indeterminate","pe",31.5,7.4,21.8,"pe","n","",""
"4083-17-1-35-L43",706302.5,3972374.1,"tract","4083",17,1,"35",43,"wc","c","flake","flake",40,10.1,47.5,"other retouched tools","notch?","",""
"4083-5-1-5-L42",706271.7,3972402.8,"tract","4083",5,1,"5",42,"wc","c","flake","flake",27.6,11.8,48.2,"n","","",""
"4091-17-1-45-L44",706230.7,3972586.7,"tract","4091",17,1,"45",44,"wc","c","flake","flake",32.6,14.3,29.6,"n","","",""
"4103-15-1-5-L45",706068.3,3972156.9,"tract","4103",15,1,"5",45,"wc","c","core","flake core",24.6,14.5,30,"n","","",""
"4104-15-1-35-L46",706069.4,3972264.8,"tract","4104",15,1,"35",46,"wc","c","flake","flake fragment",9.5,3,12,"n","","",""
"4108-17-1-5-L47",706083.7,3972629.7,"tract","4108",17,1,"5",47,"wc","c","flake","flake",41.7,13.1,37.7,"n","","",""
"4111-15-1-45-L48",706027.1,3972674.6,"tract","4111",15,1,"45",48,"wc","c","flake","flake",21.9,7.5,18.2,"flake scraper","scraper?","",""
"4116-14-1-15-L50",706039.9,3972213.5,"tract","4116",14,1,"15",50,"wc","c","shatter","shatter",19,5.6,15.6,"pe","n","",""
"4122-15-1-35-L51",705853.3,3972561.4,"tract","4122",15,1,"35",51,"wc","c","indeterminate","pe",33.2,9.9,19.6,"pe","n","",""
"4123-15-1-45-L52",705930.8,3972625.4,"tract","4123",15,1,"45",52,"wc","c","flake","broken flake",9.4,3.1,11,"n","","",""
"4155-14-1-5-L54",706390,3971882,"tract","4155",14,1,"5",54,"wc","c","core","flake core",32.2,18.14,27.4,"n","","",""
"4155-14-1-5-L55",706387.6,3971882.1,"tract","4155",14,1,"5",55,"wc","c","flake","flake",39.1,16.1,41.3,"n","","",""
"4155-14-1-5-L56",706389.6,3971883.3,"tract","4155",14,1,"5",56,"wc","c","flake","flake",35.4,9.7,29.8,"pe","n","",""
"4157-18-1-75-L58",706455.4,3971908.5,"tract","4157",18,1,"75",58,"wc","c","core","flake core",36.7,21.8,35.6,"n","","",""
"4181-18-1-25-L61",706533.8,3971711.5,"tract","4181",18,1,"25",61,"wc","c","shatter","shatter",23.4,7.9,18.3,"n","","",""
"4183-17-1-15-L62",706454.5,3971634.4,"tract","4183",17,1,"15",62,"wc","c","shatter","shatter",31.4,10.8,22.5,"n","","",""
"4185-14-1-15-L70",706578.8,3971711.7,"tract","4185",14,1,"15",70,"gc","c","flake","",54.4,18.3,42.2,"retouched flake","lateral","",""
"4189-14-1-85-L79",706380.9,3971713.7,"tract","4189",14,1,"85",79,"wc","c","blade","blade",23.6,5.4,15.8,"n","","",""
"4189-14-1-85-L80",706381.1,3971711.4,"tract","4189",14,1,"85",80,"wc","c","flake","flake",15.5,4.1,20.5,"n","","",""
"4189-14-1-85-L81",706381.1,3971719.2,"tract","4189",14,1,"85",81,"wc","c","flake","flake",14.3,5.5,19.4,"n","","",""
"4189-14-1-85-L82",706381.6,3971717.7,"tract","4189",14,1,"85",82,"wc","c","indeterminate","pe",24.3,7.8,19.3,"pe","n","",""
"4189-17-1-45-L83",706410.3,3971696.1,"tract","4189",17,1,"45",83,"wc","c","blade","prox blade segment",15.4,3.5,9.4,"n","","",""
"4189-17-1-45-L84",706410.2,3971701.5,"tract","4189",17,1,"45",84,"wc","c","shatter","shatter",21.6,7.9,13.8,"n","","",""
"4189-17-1-45-L85",706410.8,3971700.2,"tract","4189",17,1,"45",85,"wc","c","shatter","shatter",16.3,4.4,13.4,"n","","",""
"4189-17-1-55-L91",706410.2,3971708.1,"tract","4189",17,1,"55",91,"wc","c","flake","flake",34.6,9.2,23.8,"n","","",""
"4189-17-1-55-L92",706411.6,3971711.3,"tract","4189",17,1,"55",92,"wc","c","flake","flake",22,4.3,26.4,"n","","",""
"4189-17-1-55-L93",706410.9,3971709.8,"tract","4189",17,1,"55",93,"wc","c","flake","flake",24.3,5.3,14.4,"n","","",""
"4189-17-1-65-L94",706411.4,3971713.4,"tract","4189",17,1,"65",94,"wc","c","indeterminate","indet",19.2,4.7,24.3,"pe","n","",""
"4189-29-1-85-L98",706395.7,3971712.9,"tract","4189",29,1,"85",98,"wc","c","flake","flake",13.7,8.6,19.2,"n","","",""
"4190-14-1-15-L100",706380.7,3971749.4,"tract","4190",14,1,"15",100,"wc","c","flake","broken flake",24.8,6.7,21.9,"n","","",""
"4190-14-1-15-L99",706381.1,3971747.4,"tract","4190",14,1,"15",99,"wc","c","shatter","shatter",22.1,8.3,15.7,"n","","",""
"4190-14-1-25-L101",706380.8,3971764.5,"tract","4190",14,1,"25",101,"wc","c","shatter","shatter",18.4,4.6,13,"n","","",""
"4190-14-1-25-L102",706381.3,3971776.3,"tract","4190",14,1,"25",102,"wc","c","shatter","shatter",33.8,10.4,26.4,"n","","",""
"4190-14-1-35-L103",706381.3,3971789.4,"tract","4190",14,1,"35",103,"wc","c","flake","flake",38.6,12.3,35,"n","","",""
"4190-14-1-35-L104",706380.8,3971793.7,"tract","4190",14,1,"35",104,"wc","c","flake","flake",31.4,6.5,29.9,"n","","",""
"4192-14-1-15-L106",706367.5,3971752.2,"tract","4192",14,1,"15",106,"wc","c","shatter","shatter",23.5,8.4,16.7,"n","","",""
"4192-14-1-25-L109",706366.5,3971737.9,"tract","4192",14,1,"25",109,"wc","c","flake","flake fragment",18.4,5.4,12.8,"n","","",""
"4192-14-1-65-L110",706366.5,3971699.3,"tract","4192",14,1,"65",110,"wc","c","flake","flake",19.4,4,17.4,"n","","",""
"4197-14-1-15-L111",706613.3,3971753.6,"tract","4197",14,1,"15",111,"gc","c","shatter","shatter",28.5,5.4,29.5,"pe","n","",""
"4212-17-1-5-L114",706718.3,3972162.7,"tract","4212",17,1,"5",114,"wc","c","flake","flake",25.5,7.4,30,"n","","",""
"4212-17-1-5-L115",706718.3,3972157.9,"tract","4212",17,1,"5",115,"wc","c","flake","flake",25.6,8.5,20.1,"n","","",""
"4222-17-1-15-L116",706797.3,3972225.1,"tract","4222",17,1,"15",116,"wc","c","flake","broken flake",36.1,14.6,39.9,"n","","",""
"4223-14-1-35-L117",706827.8,3972295.8,"tract","4223",14,1,"35",117,"o","o","flake","flake",20.6,4.5,18.3,"n","","",""
"4253-39-1-5-L118",707074.7,3972200.4,"tract","4253",39,1,"5",118,"wc","c","flake","flake",49.4,13.9,30,"n","","",""
"4261-14-1-15-L119",706989.7,3972070.8,"tract","4261",14,1,"15",119,"wc","c","core","flake core",44.2,27.7,41.3,"n","","",""
"4261-14-1-65-L120",706956.6,3972091.1,"tract","4261",14,1,"65",120,"wc","c","shatter","shatter",14.4,7.3,14.6,"n","","",""
"4265-20-1-5-L121",706930.6,3972057.7,"tract","4265",20,1,"5",121,"wc","c","flake","broken flake",14.6,4.3,11.4,"n","","",""
"4296-18-1-5-L125",706829.6,3971759.9,"tract","4296",18,1,"5",125,"gc","c","flake","flake",21,3.9,18.2,"n","","",""
"4328-27-1-35-L126",707349.3,3973960.7,"tract","4328",27,1,"35",126,"wc","c","flake","broken flake",20.5,4.6,17.3,"n","","",""
"6003-20-1-75-L127",708200.5,3971710.7,"tract","6003",20,1,"75",127,"o","o","blade","prox blade segment",10.9,2.4,12.3,"n","","",""
"6009-20-1-45-L128",708409.9,3971666.7,"tract","6009",20,1,"45",128,"o","o","blade","prox blade segment",24.6,3.4,11.2,"n","","",""
"6011-20-1-45-L129",708409.7,3971840.5,"tract","6011",20,1,"45",129,"o","o","flake","flake",14.6,4.5,12.7,"n","","",""
"6024-15-1-55-L33",708444.3,3971462.5,"tract","6024",15,1,"55",33,"wc","c","flake","flake",36.6,11.4,44.3,"n","","",""
"6024-15-1-55-L34",708443.6,3971455.5,"tract","6024",15,1,"55",34,"wc","c","flake","flake fragment",25.6,7.5,28.8,"n","","",""
"6024-15-1-5-L131",708443.9,3971504.6,"tract","6024",15,1,"5",131,"o","o","flake","flake",15.8,3.8,15.4,"n","","",""
"6024-20-1-5-L132",708426.8,3971507.2,"tract","6024",20,1,"5",132,"o","o","blade","blade segment",22.6,2.6,9.4,"pe","n","",""
"6024-20-1-5-L133",708426.1,3971505.9,"tract","6024",20,1,"5",133,"o","o","blade","prox blade segment",22.2,3.2,10.4,"retouched blade","marginal","",""
"6024-2-1-5-L134",708408.1,3971511.4,"tract","6024",2,1,"5",134,"o","o","shatter","shatter",16.1,3.9,7.4,"pe","n","",""
"6024-2-1-5-L135",708408,3971511.5,"tract","6024",2,1,"5",135,"wc","c","flake","flake fragment",12,3.5,15.4,"n","","",""
"6025-25-1-25-L136",708373.5,3971394.2,"tract","6025",25,1,"25",136,"o","o","blade","distal blade segment",19.2,2.5,10.3,"retouched blade","marginal","",""
"6025-3455-V-L1921",706027.9,3973458.6,"grid","6025-3455",28,29,"V",1921,"rc","c","shatter","shatter",6.4,3.1,5,"n","","",""
"6025-3955-S-L1925",706022.5,3973956.5,"grid","6025-3955",29,29,"S",1925,"o","o","blade","blade segment",12.1,3,7.8,"retouched blade","marginal","",""
"6025-3965-S-L2028",706026.4,3973960.1,"grid","6025-3965",29,29,"S",2028,"wc","c","shatter","shatter",23.9,5.4,12,"n","","",""
"6025-3965-S-L2029",706022.5,3973968.6,"grid","6025-3965",29,29,"S",2029,"o","o","spall","spall",17.8,3.4,4.7,"n","","",""
"6025-3965-S-L2030",706025.7,3973967.5,"grid","6025-3965",29,29,"S",2030,"o","o","core","blade core fragment",15.7,4.3,11.2,"n","","",""
"6025-3965-S-L2031",706021.8,3973968,"grid","6025-3965",29,29,"S",2031,"o","o","flake","flake",20.5,4.7,15.5,"n","","",""
"6025-3965-S-L2032",706020.8,3973968.1,"grid","6025-3965",29,29,"S",2032,"o","o","flake","flake fragment",13.1,3.1,11.7,"n","","",""
"6025-3965-S-L2033",706022.3,3973960.7,"grid","6025-3965",29,29,"S",2033,"o","o","flake","flake fragment",14.6,3.3,8.9,"n","","",""
"6025-3965-S-L2034",706026.4,3973967.4,"grid","6025-3965",29,29,"S",2034,"o","o","flake","flake fragment",11.8,3.8,12.4,"n","","",""
"6025-3965-S-L2035",706025.1,3973961.2,"grid","6025-3965",29,29,"S",2035,"o","o","shatter","shatter",13.6,3,7.6,"n","","",""
"6025-3965-S-L2036",706023.2,3973967.5,"grid","6025-3965",29,29,"S",2036,"o","o","flake","flake fragment",14.2,2.7,9.7,"n","","",""
"6025-3965-S-L2037",706025.4,3973965.5,"grid","6025-3965",29,29,"S",2037,"o","o","flake","flake fragment",11.2,2.5,8.6,"n","","",""
"6025-3965-S-L2038",706021.3,3973961.9,"grid","6025-3965",29,29,"S",2038,"o","o","flake","flake fragment",9.8,2.2,10.3,"n","","",""
"6025-3965-S-L2039",706021.7,3973967.2,"grid","6025-3965",29,29,"S",2039,"o","o","flake","flake",6.9,3.8,8.3,"n","","",""
"6025-3965-S-L2040",706021.7,3973961.2,"grid","6025-3965",29,29,"S",2040,"o","o","shatter","shatter",7.3,3.5,7.7,"n","","",""
"6025-3965-S-L2041",706021.6,3973969.7,"grid","6025-3965",29,29,"S",2041,"o","o","blade","blade segment",5.2,2.3,10.2,"n","","",""
"6025-3965-S-L2042",706025.3,3973968.7,"grid","6025-3965",29,29,"S",2042,"o","o","flake","broken flake",5.1,2.5,9.2,"n","","",""
"6025-3965-V-L1752",706021,3973966.1,"grid","6025-3965",29,29,"V",1752,"wc","c","flake","flake fragment",27.9,10.6,25.5,"n","","",""
"6025-3965-V-L1753",706023,3973962.6,"grid","6025-3965",29,29,"V",1753,"wc","c","flake","flake fragment",18.5,2.6,13.4,"n","","",""
"6025-3965-V-L1754",706023.9,3973968.4,"grid","6025-3965",29,29,"V",1754,"o","o","blade","proximal blade segment",19.2,3.4,10.3,"n","","",""
"6025-3965-V-L1755",706023.9,3973962.5,"grid","6025-3965",29,29,"V",1755,"o","o","flake","flake",9.1,3.2,13.2,"n","","",""
"6025-3965-V-L1756",706026.2,3973968.1,"grid","6025-3965",29,29,"V",1756,"o","o","blade","blade segment?",8.8,2.3,6.4,"n","","",""
"6025-3965-V-L1757",706025.3,3973962.2,"grid","6025-3965",29,29,"V",1757,"o","o","shatter","shatter",12.4,3.2,6,"other retouched tools","marginal","",""
"6025-3965-V-L1758",706021.8,3973966.4,"grid","6025-3965",29,29,"V",1758,"o","o","shatter","shatter",9.3,2.6,5.1,"n","","",""
"6025-3975-S-L1994",706027.8,3973972.4,"grid","6025-3975",59,29,"S",1994,"wc","c","flake","flake fragment",30,9.5,23.2,"n","","",""
"6025-3975-S-L1995",706021.4,3973974.2,"grid","6025-3975",59,29,"S",1995,"wc","c","shatter","core/shatter",32.5,14.6,33.9,"n","","",""
"6025-3975-S-L1996",706029,3973979.9,"grid","6025-3975",59,29,"S",1996,"wc","c","flake","flake",33.2,12.6,23,"n","","",""
"6025-3975-S-L1997",706021.1,3973975.9,"grid","6025-3975",59,29,"S",1997,"wc","c","flake","flake",38.4,20.6,26.8,"n","","",""
"6025-3975-S-L1998",706028.4,3973970.2,"grid","6025-3975",59,29,"S",1998,"wc","c","flake","flake",31.7,9.2,19.9,"n","","",""
"6025-3975-S-L1999",706026.2,3973975.1,"grid","6025-3975",59,29,"S",1999,"wc","c","flake","flake fragment",18.9,5.9,17.3,"n","","",""
"6025-3975-S-L2000",706021,3973971.6,"grid","6025-3975",59,29,"S",2000,"wc","c","flake","flake",14.4,6,21.3,"n","","",""
"6025-3975-S-L2001",706024.9,3973975.8,"grid","6025-3975",59,29,"S",2001,"wc","c","core","flake core",52.4,25.6,37.5,"n","","",""
"6025-3975-S-L2002",706025.5,3973971.1,"grid","6025-3975",59,29,"S",2002,"o","o","flake","flake fragment",29.4,3.5,15.2,"retouched flake","marginal","",""
"6025-3975-S-L2003",706028.7,3973970.1,"grid","6025-3975",59,29,"S",2003,"o","o","flake","broken flake",28.9,2.8,14.8,"n","","",""
"6025-3975-S-L2004",706023,3973976.1,"grid","6025-3975",59,29,"S",2004,"o","o","blade","blade segment",14,2.5,9.7,"n","","",""
"6025-3975-S-L2005",706026.7,3973976.2,"grid","6025-3975",59,29,"S",2005,"o","o","blade","blade segment",13.3,2.4,8.7,"n","","",""
"6025-3975-S-L2006",706026.6,3973975.1,"grid","6025-3975",59,29,"S",2006,"o","o","shatter","shatter",13.4,3.1,8.7,"n","","",""
"6025-3975-S-L2007",706021.9,3973979.1,"grid","6025-3975",59,29,"S",2007,"o","o","flake","flake fragment",5.3,2.9,11.5,"n","","",""
